time,tls,phase,qi,qj,ai
690,B2,3,0,15,6
690,C1,0,175,89,378
690,C1,1,12,35,42
690,C1,2,159,77,252
690,C1,3,12,35,42
691,A1,0,147,114,126
691,A1,1,7,15,14
691,A1,2,126,83,84
691,A1,3,7,15,14
691,B0,0,130,96,18
691,B0,1,13,17,2
691,B0,2,130,59,12
691,B0,3,13,17,2
691,B2,0,136,91,72
691,B2,1,0,16,8
691,B2,2,120,72,48
691,B2,3,0,16,8
691,C1,0,177,89,396
691,C1,1,13,35,44
691,C1,2,161,77,264
691,C1,3,13,35,44
692,A1,0,147,114,144
692,A1,1,7,15,16
692,A1,2,126,83,96
692,A1,3,7,15,16
692,B2,0,141,90,90
692,B2,1,0,15,10
692,B2,2,120,71,60
692,B2,3,0,15,10
692,C1,0,175,88,414
692,C1,1,12,34,46
692,C1,2,160,76,276
692,C1,3,12,34,46
693,A1,0,147,114,162
693,A1,1,7,15,18
693,A1,2,126,83,108
693,A1,3,7,15,18
693,B2,0,137,91,108
693,B2,1,0,16,12
693,B2,2,120,72,72
693,B2,3,0,16,12
693,C1,0,173,88,432
693,C1,1,11,33,48
693,C1,2,159,75,288
693,C1,3,11,33,48
694,A1,0,148,114,180
694,A1,1,8,15,20
694,A1,2,127,83,120
694,A1,3,8,15,20
694,B2,0,140,90,126
694,B2,1,0,15,14
694,B2,2,120,71,84
694,B2,3,0,15,14
694,C1,0,177,87,450
694,C1,1,13,33,50
694,C1,2,161,74,300
694,C1,3,13,33,50
695,A1,0,148,113,198
695,A1,1,8,15,22
695,A1,2,127,82,132
695,A1,3,8,15,22
695,B2,0,138,89,144
695,B2,1,0,14,16
695,B2,2,120,70,96
695,B2,3,0,14,16
695,C1,0,175,87,468
695,C1,1,12,33,52
695,C1,2,160,74,312
695,C1,3,12,33,52
696,A1,0,149,112,216
696,A1,1,7,14,24
696,A1,2,126,81,144
696,A1,3,7,14,24
696,B2,0,136,91,162
696,B2,1,0,16,18
696,B2,2,120,72,108
696,B2,3,0,16,18
697,A1,0,146,112,234
697,A1,1,7,14,26
697,A1,2,126,81,156
697,A1,3,7,14,26
697,B1,0,246,286,26
697,B1,1,0,0,0
697,B1,2,311,293,26
697,B1,3,0,0,0
697,B2,0,137,90,180
697,B2,1,0,15,20
697,B2,2,120,71,120
697,B2,3,0,15,20
698,A1,0,146,113,252
698,A1,1,7,14,28
698,A1,2,126,82,168
698,A1,3,7,14,28
698,B1,0,252,283,52
698,B1,1,0,0,0
698,B1,2,317,291,52
698,B1,3,0,0,0
698,B2,0,140,90,198
698,B2,1,0,15,22
698,B2,2,120,71,132
698,B2,3,0,15,22
699,A1,0,147,114,270
699,A1,1,7,15,30
699,A1,2,126,83,180
699,A1,3,7,15,30
699,B1,0,253,280,78
699,B1,1,0,0,0
699,B1,2,319,289,78
699,B1,3,0,0,0
699,B2,0,143,90,216
699,B2,1,0,15,24
699,B2,2,120,71,144
699,B2,3,0,15,24
700,A1,0,149,114,288
700,A1,1,8,15,32
700,A1,2,127,83,192
700,A1,3,8,15,32
700,B1,0,251,277,104
700,B1,1,0,0,0
700,B1,2,321,287,104
700,B1,3,0,0,0
700,B2,0,140,90,234
700,B2,1,0,15,26
700,B2,2,120,71,156
700,B2,3,0,15,26
701,A1,0,148,114,306
701,A1,1,7,15,34
701,A1,2,126,83,204
701,A1,3,7,15,34
701,B1,0,250,277,130
701,B1,1,0,0,0
701,B1,2,321,287,130
701,B1,3,0,0,0
701,B2,0,137,91,252
701,B2,1,0,16,28
701,B2,2,120,72,168
701,B2,3,0,16,28
702,A1,0,149,114,324
702,A1,1,7,15,36
702,A1,2,126,83,216
702,A1,3,7,15,36
702,B1,0,251,274,156
702,B1,1,0,0,0
702,B1,2,321,285,156
702,B1,3,0,0,0
702,B2,0,145,90,270
702,B2,1,1,15,30
702,B2,2,121,71,180
702,B2,3,1,15,30
703,A1,0,152,112,342
703,A1,1,8,14,38
703,A1,2,127,81,228
703,A1,3,8,14,38
703,B1,0,249,271,182
703,B1,1,0,0,0
703,B1,2,316,283,182
703,B1,3,0,0,0
703,B2,0,143,90,288
703,B2,1,0,15,32
703,B2,2,120,71,192
703,B2,3,0,15,32
704,A1,0,150,114,360
704,A1,1,7,15,40
704,A1,2,126,83,240
704,A1,3,7,15,40
704,B1,0,250,272,208
704,B1,1,0,0,0
704,B1,2,321,283,208
704,B1,3,0,0,0
704,B2,0,140,89,306
704,B2,1,0,14,34
704,B2,2,120,70,204
704,B2,3,0,14,34
705,A1,0,151,114,378
705,A1,1,7,15,42
705,A1,2,126,83,252
705,A1,3,7,15,42
705,B1,0,250,269,234
705,B1,1,0,0,0
705,B1,2,321,281,234
705,B1,3,0,0,0
705,B2,0,137,89,324
705,B2,1,1,14,36
705,B2,2,121,70,216
705,B2,3,1,14,36
706,A1,0,151,114,396
706,A1,1,7,15,44
706,A1,2,126,83,264
706,A1,3,7,15,44
706,B0,0,148,114,18
706,B0,1,14,19,2
706,B0,2,82,74,12
706,B0,3,14,19,2
706,B1,0,255,267,260
706,B1,1,0,0,0
706,B1,2,321,280,260
706,B1,3,0,0,0
706,B2,0,128,89,342
706,B2,1,0,14,38
706,B2,2,120,70,228
706,B2,3,0,14,38
707,A1,0,153,114,414
707,A1,1,8,15,46
707,A1,2,127,83,276
707,A1,3,8,15,46
707,B1,0,257,266,286
707,B1,1,0,0,0
707,B1,2,321,279,286
707,B1,3,0,0,0
707,B2,0,126,89,360
707,B2,1,0,14,40
707,B2,2,120,70,240
707,B2,3,0,14,40
708,A1,0,153,114,432
708,A1,1,8,15,48
708,A1,2,127,83,288
708,A1,3,8,15,48
708,B1,0,264,265,312
708,B1,1,0,0,0
708,B1,2,321,278,312
708,B1,3,0,0,0
708,B2,0,125,89,378
708,B2,1,1,14,42
708,B2,2,121,70,252
708,B2,3,1,14,42
709,A1,0,153,114,450
709,A1,1,8,15,50
709,A1,2,127,83,300
709,A1,3,8,15,50
709,B1,0,259,262,338
709,B1,1,0,0,0
709,B1,2,321,276,338
709,B1,3,0,0,0
709,B2,0,117,89,396
709,B2,1,0,14,44
709,B2,2,120,70,264
709,B2,3,0,14,44
710,A1,0,153,114,468
710,A1,1,8,15,52
710,A1,2,127,83,312
710,A1,3,8,15,52
710,B1,0,253,262,364
710,B1,1,0,0,0
710,B1,2,321,276,364
710,B1,3,0,0,0
710,B2,0,116,89,414
710,B2,1,0,14,46
710,B2,2,120,70,276
710,B2,3,0,14,46
710,C1,0,165,93,18
710,C1,1,8,36,2
710,C1,2,156,79,12
710,C1,3,8,36,2
711,B1,0,264,261,390
711,B1,1,0,0,0
711,B1,2,316,275,390
711,B1,3,0,0,0
711,B2,0,121,90,432
711,B2,1,0,15,48
711,B2,2,120,71,288
711,B2,3,0,15,48
711,C1,0,161,93,36
711,C1,1,8,36,4
711,C1,2,156,79,24
711,C1,3,8,36,4
712,B1,0,269,260,416
712,B1,1,0,0,0
712,B1,2,321,273,416
712,B1,3,0,0,0
712,B2,0,133,92,450
712,B2,1,0,17,50
712,B2,2,120,73,300
712,B2,3,0,17,50
713,B1,0,275,257,442
713,B1,1,0,0,0
713,B1,2,319,269,442
713,B1,3,0,0,0
713,B2,0,141,92,468
713,B2,1,0,17,52
713,B2,2,120,73,312
713,B2,3,0,17,52
714,B1,0,282,255,468
714,B1,1,0,0,0
714,B1,2,319,266,468
714,B1,3,0,0,0
715,B1,0,282,253,494
715,B1,1,0,0,0
715,B1,2,319,263,494
715,B1,3,0,0,0
716,B1,0,285,253,520
716,B1,1,0,0,0
716,B1,2,319,263,520
716,B1,3,0,0,0
717,B1,0,292,250,546
717,B1,1,0,0,0
717,B1,2,321,261,546
717,B1,3,0,0,0
718,B1,0,292,251,572
718,B1,1,0,0,0
718,B1,2,319,260,572
718,B1,3,0,0,0
719,B1,0,292,250,598
719,B1,1,0,0,0
719,B1,2,324,258,598
719,B1,3,0,0,0
720,B1,0,301,250,624
720,B1,1,0,0,0
720,B1,2,324,258,624
720,B1,3,0,0,0
721,B0,0,125,125,18
721,B0,1,6,22,2
721,B0,2,71,85,12
721,B0,3,6,22,2
721,B1,0,306,250,650
721,B1,1,0,0,0
721,B1,2,324,258,650
721,B1,3,0,0,0
722,B0,0,125,128,36
722,B0,1,5,23,4
722,B0,2,73,87,24
722,B0,3,5,23,4
722,B1,0,313,251,676
722,B1,1,0,0,0
722,B1,2,324,258,676
722,B1,3,0,0,0
723,B0,0,125,128,54
723,B0,1,5,23,6
723,B0,2,73,87,36
723,B0,3,5,23,6
724,B0,0,122,128,72
724,B0,1,4,23,8
724,B0,2,70,87,48
724,B0,3,4,23,8
725,A1,0,137,113,18
725,A1,1,0,16,2
725,A1,2,119,83,12
725,A1,3,0,16,2
725,B0,0,113,131,90
725,B0,1,3,26,10
725,B0,2,67,90,60
725,B0,3,3,26,10
726,B0,0,110,128,108
726,B0,1,2,24,12
726,B0,2,66,87,72
726,B0,3,2,24,12
726,C1,0,165,98,18
726,C1,1,15,36,2
726,C1,2,128,82,12
726,C1,3,15,36,2
727,B0,0,109,130,126
727,B0,1,1,25,14
727,B0,2,68,89,84
727,B0,3,1,25,14
728,B0,0,110,130,144
728,B0,1,1,25,16
728,B0,2,72,89,96
728,B0,3,1,25,16
728,B2,0,139,104,18
728,B2,1,0,29,2
728,B2,2,120,85,12
728,B2,3,0,29,2
729,B0,0,111,133,162
729,B0,1,0,28,18
729,B0,2,72,92,108
729,B0,3,0,28,18
729,B2,0,139,103,36
729,B2,1,0,28,4
729,B2,2,120,84,24
729,B2,3,0,28,4
730,B0,0,113,132,180
730,B0,1,1,27,20
730,B0,2,74,91,120
730,B0,3,1,27,20
730,B2,0,143,104,54
730,B2,1,0,29,6
730,B2,2,120,85,36
730,B2,3,0,29,6
731,B0,0,112,133,198
731,B0,1,0,28,22
731,B0,2,80,92,132
731,B0,3,0,28,22
731,B2,0,143,105,72
731,B2,1,0,30,8
731,B2,2,120,86,48
731,B2,3,0,30,8
732,B0,0,115,133,216
732,B0,1,0,28,24
732,B0,2,80,92,144
732,B0,3,0,28,24
732,B2,0,139,105,90
732,B2,1,0,30,10
732,B2,2,120,86,60
732,B2,3,0,30,10
733,B0,0,112,132,234
733,B0,1,0,28,26
733,B0,2,84,91,156
733,B0,3,0,28,26
733,B2,0,133,105,108
733,B2,1,0,30,12
733,B2,2,120,86,72
733,B2,3,0,30,12
734,B0,0,109,132,252
734,B0,1,0,28,28
734,B0,2,87,91,168
734,B0,3,0,28,28
734,B2,0,137,105,126
734,B2,1,0,30,14
734,B2,2,120,86,84
734,B2,3,0,30,14
735,B0,0,103,135,270
735,B0,1,0,29,30
735,B0,2,82,93,180
735,B0,3,0,29,30
735,B2,0,144,105,144
735,B2,1,0,30,16
735,B2,2,120,86,96
735,B2,3,0,30,16
736,B0,0,104,135,288
736,B0,1,1,29,32
736,B0,2,89,93,192
736,B0,3,1,29,32
736,B2,0,144,105,162
736,B2,1,0,30,18
736,B2,2,120,86,108
736,B2,3,0,30,18
737,B0,0,104,135,306
737,B0,1,3,29,34
737,B0,2,94,93,204
737,B0,3,3,29,34
737,B1,0,337,246,26
737,B1,1,0,0,0
737,B1,2,337,244,26
737,B1,3,0,0,0
737,B2,0,144,105,180
737,B2,1,0,30,20
737,B2,2,120,86,120
737,B2,3,0,30,20
738,B0,0,94,135,324
738,B0,1,2,29,36
738,B0,2,99,93,216
738,B0,3,2,29,36
738,B1,0,337,248,52
738,B1,1,0,0,0
738,B1,2,337,244,52
738,B1,3,0,0,0
738,B2,0,146,105,198
738,B2,1,1,30,22
738,B2,2,121,86,132
738,B2,3,1,30,22
739,B1,0,337,240,78
739,B1,1,0,0,0
739,B1,2,337,237,78
739,B1,3,0,0,0
739,B2,0,140,105,216
739,B2,1,0,30,24
739,B2,2,120,86,144
739,B2,3,0,30,24
740,A1,0,147,120,18
740,A1,1,2,24,2
740,A1,2,89,90,12
740,A1,3,2,24,2
740,B1,0,332,238,104
740,B1,1,0,0,0
740,B1,2,339,232,104
740,B1,3,0,0,0
740,B2,0,140,105,234
740,B2,1,0,30,26
740,B2,2,120,86,156
740,B2,3,0,30,26
741,B1,0,327,236,130
741,B1,1,0,0,0
741,B1,2,337,230,130
741,B1,3,0,0,0
741,B2,0,141,105,252
741,B2,1,1,30,28
741,B2,2,121,86,168
741,B2,3,1,30,28
741,C1,0,177,99,18
741,C1,1,16,36,2
741,C1,2,120,82,12
741,C1,3,16,36,2
742,B1,0,322,237,156
742,B1,1,0,0,0
742,B1,2,341,226,156
742,B1,3,0,0,0
742,B2,0,137,105,270
742,B2,1,0,30,30
742,B2,2,120,86,180
742,B2,3,0,30,30
742,C1,0,175,99,36
742,C1,1,16,36,4
742,C1,2,119,82,24
742,C1,3,16,36,4
743,B1,0,322,237,182
743,B1,1,0,0,0
743,B1,2,339,228,182
743,B1,3,0,0,0
743,B2,0,132,105,288
743,B2,1,0,30,32
743,B2,2,120,86,192
743,B2,3,0,30,32
743,C1,0,179,99,54
743,C1,1,16,36,6
743,C1,2,122,82,36
743,C1,3,16,36,6
744,B1,0,318,234,208
744,B1,1,0,0,0
744,B1,2,344,224,208
744,B1,3,0,0,0
744,B2,0,135,105,306
744,B2,1,0,30,34
744,B2,2,120,86,204
744,B2,3,0,30,34
744,C1,0,177,99,72
744,C1,1,17,36,8
744,C1,2,123,82,48
744,C1,3,17,36,8
745,B1,0,323,235,234
745,B1,1,0,0,0
745,B1,2,343,224,234
745,B1,3,0,0,0
745,B2,0,144,105,324
745,B2,1,0,30,36
745,B2,2,120,86,216
745,B2,3,0,30,36
745,C1,0,175,99,90
745,C1,1,17,36,10
745,C1,2,124,82,60
745,C1,3,17,36,10
746,B1,0,330,231,260
746,B1,1,0,0,0
746,B1,2,343,218,260
746,B1,3,0,0,0
746,B2,0,144,105,342
746,B2,1,0,30,38
746,B2,2,120,86,228
746,B2,3,0,30,38
746,C1,0,178,99,108
746,C1,1,18,36,12
746,C1,2,122,82,72
746,C1,3,18,36,12
747,B1,0,330,230,286
747,B1,1,0,0,0
747,B1,2,343,215,286
747,B1,3,0,0,0
747,B2,0,144,105,360
747,B2,1,0,30,40
747,B2,2,120,86,240
747,B2,3,0,30,40
747,C1,0,182,97,126
747,C1,1,17,36,14
747,C1,2,117,81,84
747,C1,3,17,36,14
748,B1,0,334,230,312
748,B1,1,0,0,0
748,B1,2,343,218,312
748,B1,3,0,0,0
748,B2,0,143,105,378
748,B2,1,0,30,42
748,B2,2,120,86,252
748,B2,3,0,30,42
748,C1,0,179,97,144
748,C1,1,17,36,16
748,C1,2,119,81,96
748,C1,3,17,36,16
749,B1,0,337,228,338
749,B1,1,0,0,0
749,B1,2,345,215,338
749,B1,3,0,0,0
749,B2,0,139,105,396
749,B2,1,0,30,44
749,B2,2,120,86,264
749,B2,3,0,30,44
749,C1,0,183,97,162
749,C1,1,18,36,18
749,C1,2,123,81,108
749,C1,3,18,36,18
750,B1,0,337,223,364
750,B1,1,0,0,0
750,B1,2,345,208,364
750,B1,3,0,0,0
750,B2,0,135,105,414
750,B2,1,0,30,46
750,B2,2,120,86,276
750,B2,3,0,30,46
750,C1,0,183,95,180
750,C1,1,18,36,20
750,C1,2,119,80,120
750,C1,3,18,36,20
751,B1,0,330,222,390
751,B1,1,0,0,0
751,B1,2,345,208,390
751,B1,3,0,0,0
751,B2,0,130,105,432
751,B2,1,0,30,48
751,B2,2,120,86,288
751,B2,3,0,30,48
751,C1,0,185,97,198
751,C1,1,18,36,22
751,C1,2,122,81,132
751,C1,3,18,36,22
752,B1,0,332,223,416
752,B1,1,0,0,0
752,B1,2,345,210,416
752,B1,3,0,0,0
752,B2,0,129,104,450
752,B2,1,0,30,50
752,B2,2,120,85,300
752,B2,3,0,30,50
752,C1,0,182,99,216
752,C1,1,17,36,24
752,C1,2,125,82,144
752,C1,3,17,36,24
753,B0,0,155,132,18
753,B0,1,12,27,2
753,B0,2,107,89,12
753,B0,3,12,27,2
753,B1,0,321,224,442
753,B1,1,0,0,0
753,B1,2,345,211,442
753,B1,3,0,0,0
753,B2,0,122,103,468
753,B2,1,0,30,52
753,B2,2,120,84,312
753,B2,3,0,30,52
753,C1,0,183,99,234
753,C1,1,17,36,26
753,C1,2,127,82,156
753,C1,3,17,36,26
754,B1,0,321,224,468
754,B1,1,0,0,0
754,B1,2,345,210,468
754,B1,3,0,0,0
754,C1,0,183,97,252
754,C1,1,17,36,28
754,C1,2,132,81,168
754,C1,3,17,36,28
755,A1,0,130,103,18
755,A1,1,0,27,2
755,A1,2,64,83,12
755,A1,3,0,27,2
755,B1,0,316,223,494
755,B1,1,0,0,0
755,B1,2,345,210,494
755,B1,3,0,0,0
755,C1,0,183,99,270
755,C1,1,16,36,30
755,C1,2,131,82,180
755,C1,3,16,36,30
756,A1,0,127,104,36
756,A1,1,0,28,4
756,A1,2,67,84,24
756,A1,3,0,28,4
756,B1,0,303,223,520
756,B1,1,0,0,0
756,B1,2,347,210,520
756,B1,3,0,0,0
756,C1,0,181,96,288
756,C1,1,16,36,32
756,C1,2,128,81,192
756,C1,3,16,36,32
757,A1,0,127,100,54
757,A1,1,0,28,6
757,A1,2,61,82,36
757,A1,3,0,28,6
757,B1,0,305,223,546
757,B1,1,0,0,0
757,B1,2,347,208,546
757,B1,3,0,0,0
757,C1,0,181,95,306
757,C1,1,16,36,34
757,C1,2,130,80,204
757,C1,3,16,36,34
758,A1,0,124,96,72
758,A1,1,0,28,8
758,A1,2,62,80,48
758,A1,3,0,28,8
758,B1,0,305,224,572
758,B1,1,0,0,0
758,B1,2,347,209,572
758,B1,3,0,0,0
758,C1,0,177,92,324
758,C1,1,16,36,36
758,C1,2,129,79,216
758,C1,3,16,36,36
759,A1,0,124,96,90
759,A1,1,0,28,10
759,A1,2,58,80,60
759,A1,3,0,28,10
759,B1,0,307,222,598
759,B1,1,0,0,0
759,B1,2,347,204,598
759,B1,3,0,0,0
759,C1,0,179,91,342
759,C1,1,17,36,38
759,C1,2,126,79,228
759,C1,3,17,36,38
760,A1,0,118,96,108
760,A1,1,0,28,12
760,A1,2,65,80,72
760,A1,3,0,28,12
760,B1,0,316,226,624
760,B1,1,0,0,0
760,B1,2,347,212,624
760,B1,3,0,0,0
760,C1,0,179,93,360
760,C1,1,17,36,40
760,C1,2,130,80,240
760,C1,3,17,36,40
761,A1,0,118,94,126
761,A1,1,0,28,14
761,A1,2,66,79,84
761,A1,3,0,28,14
761,B1,0,313,231,650
761,B1,1,0,0,0
761,B1,2,347,219,650
761,B1,3,0,0,0
761,C1,0,179,93,378
761,C1,1,17,36,42
761,C1,2,138,80,252
761,C1,3,17,36,42
762,A1,0,120,98,144
762,A1,1,0,28,16
762,A1,2,61,81,96
762,A1,3,0,28,16
762,B1,0,308,232,676
762,B1,1,0,0,0
762,B1,2,347,219,676
762,B1,3,0,0,0
762,C1,0,182,95,396
762,C1,1,17,36,44
762,C1,2,141,81,264
762,C1,3,17,36,44
763,A1,0,114,98,162
763,A1,1,0,28,18
763,A1,2,67,81,108
763,A1,3,0,28,18
763,C1,0,185,95,414
763,C1,1,18,36,46
763,C1,2,148,81,276
763,C1,3,18,36,46
764,A1,0,114,96,180
764,A1,1,0,28,20
764,A1,2,59,80,120
764,A1,3,0,28,20
764,C1,0,185,94,432
764,C1,1,18,36,48
764,C1,2,149,81,288
764,C1,3,18,36,48
765,A1,0,117,98,198
765,A1,1,0,28,22
765,A1,2,60,81,132
765,A1,3,0,28,22
765,C1,0,189,93,450
765,C1,1,19,36,50
765,C1,2,150,80,300
765,C1,3,19,36,50
766,A1,0,120,95,216
766,A1,1,0,28,24
766,A1,2,60,80,144
766,A1,3,0,28,24
766,C1,0,185,90,468
766,C1,1,18,36,52
766,C1,2,150,79,312
766,C1,3,18,36,52
767,A1,0,123,99,234
767,A1,1,0,28,26
767,A1,2,60,82,156
767,A1,3,0,28,26
768,A1,0,126,95,252
768,A1,1,0,28,28
768,A1,2,62,80,168
768,A1,3,0,28,28
768,B0,0,153,136,18
768,B0,1,14,28,2
768,B0,2,93,91,12
768,B0,3,14,28,2
768,B2,0,143,96,18
768,B2,1,0,30,2
768,B2,2,120,77,12
768,B2,3,0,30,2
769,A1,0,123,97,270
769,A1,1,0,28,30
769,A1,2,63,81,180
769,A1,3,0,28,30
769,B0,0,151,135,36
769,B0,1,16,27,4
769,B0,2,92,90,24
769,B0,3,16,27,4
769,B2,0,140,95,36
769,B2,1,0,30,4
769,B2,2,120,76,24
769,B2,3,0,30,4
770,A1,0,129,95,288
770,A1,1,0,28,32
770,A1,2,66,80,192
770,A1,3,0,28,32
770,B0,0,141,136,54
770,B0,1,15,27,6
770,B0,2,89,91,36
770,B0,3,15,27,6
770,B2,0,140,95,54
770,B2,1,0,30,6
770,B2,2,120,76,36
770,B2,3,0,30,6
771,A1,0,126,99,306
771,A1,1,0,28,34
771,A1,2,69,82,204
771,A1,3,0,28,34
771,B0,0,130,136,72
771,B0,1,15,27,8
771,B0,2,87,91,48
771,B0,3,15,27,8
771,B2,0,140,95,72
771,B2,1,0,30,8
771,B2,2,120,76,48
771,B2,3,0,30,8
772,A1,0,126,91,324
772,A1,1,0,28,36
772,A1,2,67,78,216
772,A1,3,0,28,36
772,B0,0,131,136,90
772,B0,1,16,27,10
772,B0,2,85,91,60
772,B0,3,16,27,10
772,B2,0,143,95,90
772,B2,1,0,30,10
772,B2,2,120,76,60
772,B2,3,0,30,10
773,A1,0,126,97,342
773,A1,1,0,28,38
773,A1,2,71,81,228
773,A1,3,0,28,38
773,B0,0,125,136,108
773,B0,1,16,27,12
773,B0,2,86,91,72
773,B0,3,16,27,12
773,B2,0,147,96,108
773,B2,1,0,30,12
773,B2,2,120,77,72
773,B2,3,0,30,12
774,A1,0,126,95,360
774,A1,1,0,28,40
774,A1,2,78,80,240
774,A1,3,0,28,40
774,B0,0,131,136,126
774,B0,1,16,27,14
774,B0,2,87,91,84
774,B0,3,16,27,14
774,B2,0,147,95,126
774,B2,1,0,30,14
774,B2,2,120,76,84
774,B2,3,0,30,14
775,A1,0,122,99,378
775,A1,1,0,28,42
775,A1,2,81,82,252
775,A1,3,0,28,42
775,B0,0,133,137,144
775,B0,1,16,27,16
775,B0,2,87,91,96
775,B0,3,16,27,16
775,B2,0,148,95,144
775,B2,1,0,30,16
775,B2,2,120,76,96
775,B2,3,0,30,16
776,A1,0,115,103,396
776,A1,1,0,28,44
776,A1,2,82,84,264
776,A1,3,0,28,44
776,B0,0,147,136,162
776,B0,1,17,27,18
776,B0,2,88,90,108
776,B0,3,17,27,18
776,B2,0,150,94,162
776,B2,1,1,30,18
776,B2,2,121,75,108
776,B2,3,1,30,18
777,A1,0,111,101,414
777,A1,1,0,28,46
777,A1,2,86,83,276
777,A1,3,0,28,46
777,B0,0,147,136,180
777,B0,1,16,27,20
777,B0,2,87,90,120
777,B0,3,16,27,20
777,B1,0,297,243,26
777,B1,1,0,0,0
777,B1,2,350,248,26
777,B1,3,0,0,0
777,B2,0,148,94,180
777,B2,1,0,30,20
777,B2,2,120,75,120
777,B2,3,0,30,20
778,A1,0,108,93,432
778,A1,1,0,28,48
778,A1,2,86,79,288
778,A1,3,0,28,48
778,B0,0,146,136,198
778,B0,1,16,27,22
778,B0,2,84,90,132
778,B0,3,16,27,22
778,B1,0,300,241,52
778,B1,1,0,0,0
778,B1,2,350,247,52
778,B1,3,0,0,0
778,B2,0,148,95,198
778,B2,1,0,30,22
778,B2,2,120,76,132
778,B2,3,0,30,22
779,A1,0,113,93,450
779,A1,1,0,28,50
779,A1,2,93,79,300
779,A1,3,0,28,50
779,B0,0,149,136,216
779,B0,1,17,27,24
779,B0,2,85,90,144
779,B0,3,17,27,24
779,B1,0,297,244,78
779,B1,1,0,0,0
779,B1,2,350,252,78
779,B1,3,0,0,0
779,B2,0,147,94,216
779,B2,1,0,30,24
779,B2,2,120,75,144
779,B2,3,0,30,24
780,A1,0,109,95,468
780,A1,1,0,28,52
780,A1,2,87,80,312
780,A1,3,0,28,52
780,B0,0,148,135,234
780,B0,1,16,26,26
780,B0,2,84,89,156
780,B0,3,16,26,26
780,B1,0,295,242,104
780,B1,1,0,0,0
780,B1,2,350,248,104
780,B1,3,0,0,0
780,B2,0,143,94,234
780,B2,1,0,30,26
780,B2,2,120,75,156
780,B2,3,0,30,26
781,B0,0,149,133,252
781,B0,1,16,25,28
781,B0,2,81,87,168
781,B0,3,16,25,28
781,B1,0,287,242,130
781,B1,1,0,0,0
781,B1,2,350,251,130
781,B1,3,0,0,0
781,B2,0,139,93,252
781,B2,1,0,30,28
781,B2,2,120,74,168
781,B2,3,0,30,28
781,C1,0,169,102,18
781,C1,1,11,36,2
781,C1,2,148,83,12
781,C1,3,11,36,2
782,B0,0,147,131,270
782,B0,1,16,24,30
782,B0,2,81,85,180
782,B0,3,16,24,30
782,B1,0,285,242,156
782,B1,1,0,0,0
782,B1,2,350,251,156
782,B1,3,0,0,0
782,B2,0,138,94,270
782,B2,1,0,30,30
782,B2,2,120,75,180
782,B2,3,0,30,30
782,C1,0,165,102,36
782,C1,1,11,36,4
782,C1,2,147,83,24
782,C1,3,11,36,4
783,B0,0,137,130,288
783,B0,1,16,23,32
783,B0,2,84,84,192
783,B0,3,16,23,32
783,B1,0,280,246,182
783,B1,1,0,0,0
783,B1,2,350,254,182
783,B1,3,0,0,0
783,B2,0,137,93,288
783,B2,1,0,30,32
783,B2,2,120,74,192
783,B2,3,0,30,32
783,C1,0,161,102,54
783,C1,1,11,36,6
783,C1,2,148,83,36
783,C1,3,11,36,6
784,B0,0,145,129,306
784,B0,1,16,23,34
784,B0,2,87,83,204
784,B0,3,16,23,34
784,B1,0,277,247,208
784,B1,1,0,0,0
784,B1,2,350,254,208
784,B1,3,0,0,0
784,B2,0,130,93,306
784,B2,1,0,30,34
784,B2,2,120,74,204
784,B2,3,0,30,34
784,C1,0,158,102,72
784,C1,1,11,36,8
784,C1,2,147,83,48
784,C1,3,11,36,8
785,B0,0,139,131,324
785,B0,1,16,24,36
785,B0,2,87,85,216
785,B0,3,16,24,36
785,B1,0,282,247,234
785,B1,1,0,0,0
785,B1,2,350,254,234
785,B1,3,0,0,0
785,B2,0,131,93,324
785,B2,1,0,30,36
785,B2,2,120,74,216
785,B2,3,0,30,36
785,C1,0,151,102,90
785,C1,1,10,36,10
785,C1,2,146,83,60
785,C1,3,10,36,10
786,B0,0,140,130,342
786,B0,1,17,24,38
786,B0,2,91,84,228
786,B0,3,17,24,38
786,B1,0,279,251,260
786,B1,1,0,0,0
786,B1,2,350,257,260
786,B1,3,0,0,0
786,B2,0,134,93,342
786,B2,1,0,30,38
786,B2,2,120,74,228
786,B2,3,0,30,38
786,C1,0,148,100,108
786,C1,1,9,36,12
786,C1,2,146,82,72
786,C1,3,9,36,12
787,B0,0,143,131,360
787,B0,1,17,24,40
787,B0,2,91,85,240
787,B0,3,17,24,40
787,B1,0,285,251,286
787,B1,1,0,0,0
787,B1,2,350,257,286
787,B1,3,0,0,0
787,B2,0,134,94,360
787,B2,1,0,30,40
787,B2,2,120,75,240
787,B2,3,0,30,40
787,C1,0,147,97,126
787,C1,1,10,36,14
787,C1,2,146,81,84
787,C1,3,10,36,14
788,B0,0,134,130,378
788,B0,1,16,23,42
788,B0,2,93,84,252
788,B0,3,16,23,42
788,B1,0,280,253,312
788,B1,1,0,0,0
788,B1,2,350,258,312
788,B1,3,0,0,0
788,B2,0,139,93,378
788,B2,1,0,30,42
788,B2,2,120,74,252
788,B2,3,0,30,42
788,C1,0,144,94,144
788,C1,1,8,36,16
788,C1,2,144,80,96
788,C1,3,8,36,16
789,B0,0,141,132,396
789,B0,1,16,23,44
789,B0,2,96,85,264
789,B0,3,16,23,44
789,B1,0,283,257,338
789,B1,1,0,0,0
